comment_text,toxic
Put him away and lose the key please.,0
"It doesn't.

But pardon me, I assumed you had a more in depth info base that covered tax rates, benefits, and sick time other than posting simple numbers to support your opinion.",0
"The scientific name is Orcinus Orca. The term ""killer whale"" comes from a sub type known as ""transients."" They eat seals, other whales and have even been known to attack sharks. Hence, giving them the name ""killer whale."" The other types are called ""residents."" They do not prey on anything other than salmon, and fish. The movie didn't help with the plight of orcas either. It made them out to be ""killers,"" when in fact no human has been known to be attacked in the wild. It only happens in captivity.",0
"I love seeing these dumb-butt, wannabe macho thugs get the book thrown at them. -- Paul",1
"I appreciate your thoughtful response. I must contest your terms, however, as they mean everything. The fundamental issue that has you and others here perplexed, is that though disagree as he does with his church on women in leadership and marriage equality Jules Bailey doesn't seem to think his fellow members are either misogynistic or homophobic. That is, he must not believe the members and leadership of Imago Dei hate or mistreat women and they don't fear or mistreat homosexuals. What if this is actually true? The progressive community is now far too exclusive and refuses to hear the opinions and perspectives of people it disagrees with. Its group think. And...fear. 

Let the man believe what he wants, and worship where he will. What a majority on here are saying is that he's a viable candidate except he hangs out with undesirables...people who believe (peacefully, without controversy) counter to the majority. This runs counter to self-purported progressive Portland values.",0
Unquestionably disgusting. Genital mutilation of young girls is an abomination.,1
You're trash talking. You're claiming others have a disease that you use to defile them.,1
"Um. Bernie supporters attack.  Thom Hartmann a liar.

Definitely time to step away from the mike.  Lousy timing, but there you are.
Politics is personal. Always has been. Always will be. It's neither for the faint of heart nor the intrinsically correct.  It's an election.  Put on your big boy underpants and stand up.",1
"""I think tax-exempt organizations also have a responsibility to show restraint rather than funneling money that could be taxes to very high personal salaries.""  

In that group, do you include SEIU, Planned Parenthood, United Way,  and similar 501c3 tax exempt corporations?   

They justify their CEO's salaries based on the amount of money they obtain and disburse, sort of like the U of O Athletic Program does; Athletics just makes more money.",0
"Yeah, that man would look pretty ridiculous, given that 80% of congress, 95% of Fortune 500 CEOs, and 100% of American presidents are male. Why, do you suppose, do those women make an issue of that?",1
What about peace health view on the employees wanting to go union and wanting a fair  contract?,0
"The tip is not built into the cost douche bag. I don't unlock my doors to let passengers in until they extinguish their cigarette. If you so much ss reach for my heat control or radio control, I won't say one word, but I will pull over and kick your monkey ass out of my car.",1
"Your holy book also sanctions infanticide: ""Their infants will be dashed to pieces before their eyes; their houses will be looted and their wives violated."" Do you follow that too? Of course not.  You pick and choose what you take from the Bible.  You have chosen misogyny.  Own it or discard the belief.",1
"AlwaysThere, oh dear, that's crushing. Here I am believing that the earth orbits around the sun, that there are planets, that dinosaurs once roamed the earth, that what we see as stars in the sky are galaxies and beyond ... but if all of that is just assumptions, damn. So sad.",1
"Why not use vacant schools for the homeless?   Some of these people used to have jobs, but fell off the grid.  Hire a few to cook, a few to clean and a few to oversee.  Get local companies involved.  Provide training and employment opportunities.  Provide tax incentives.  Have rules to live in the facilities, and if you don't follow them you have to leave Portland city limits. The city really doesn't want to get their hands dirty by actually taking care of these people.  That is why they are trying to hand the situation off to the county.

I'm sure the spreadsheet types will show how financial impossible this is, but not really taking this matter in hand and getting these people real help is going to cost this city plenty.  The schools are just sitting there waiting for the city to make big bucks off of them.  That is what the mayor and city council is really all about. They work with contractors to squeeze every penny out no matter how they destroy our quality of life.",0
Mmmmm you had me at cheap and mediocre.,1
your statement is laughably delusional. Are you high on crack?,1
"The 'educational' moral of this story remains.  

Failure to work and play well with your neighbors can result in bad things happening to you.   Whether it  was based on arrogance, ignorance, a belief that the laws didn't apply to them, or anything else, ignoring unhappy neighbors is a poor strategy.",1
That sound you hear?....it is the sound of thousands of jobs leaving the State.....,0
"looking at it...trying to understand how this profound idiot is dominating this election...bottom line...it's because he pisses off the PC left, close enough.",1
"Wait .. . how about ""All Football All The Time""
Much bigger money-maker than classical music.",0
"If the GOP controls all three branches of government, what do you expect to happen? And if they don't win the WH, do you really expect them to cooperate?  They've been throwing a long temper tantrum since Obama was elected, and they will continue.  Right now they are pouting (and obstructing) because of an unexpected development.  Not one of the Republican candidates seems capable of handling the enormous challenges of governing, and their spoiled brats performance helps keep the rest of us from asking embarrassing questions.",0
You are a gross individual. You're probably friends or family of this mental man. That cat did not deserve to die.,1
"President Trump will make America great again.  A daunting task after eight years of the Great Divider, Barack Hussein Obama.",0
"Facts do matter, and are usually accompanied by cited sources so people can evaluate their veracity. Assertions are not, instead relying on the lazy, naive and emotional to be easily swayed by the first thing they read. Which would you say you have presented here, Mr. Porter?",0
"Bonus points for use of the word ""cromulent""....",0
what is racial microagressions?,0
Amy Miller is a very terrible person.,1
"Uncle Phil just gave away 400 million dollars recently from his sweatshop moneybags.
How dare any scheming jackals come sniffing around for taxpayer funding to scavenge, when Uncle Phil could bankroll the whole event without blinking a sunglassed eye.

Why do sleazy sports event marketers get to interrupt the academic pursuits of our increasingly erstwhile public university, and demand full accomodations and handouts from the taxpayers to subsidize their profiteering? These sweatshop billionaires then come  and hijack our government with their ill-gotten gains, dolloping cash on cronies.

If Jaded Jade is right, this 2021 event won't be more than a flash in the pan for Lane County. Lananna and his clique, and the pizza shops as Jade says, might be the only ones making money off this boondoggle. The rest of us are being taken to the cleaners.

No public subsidies for  slumlord sportswear moguls who's wares are made in squalor.",0
"How and when were the ""people on the right"" bullied by people in the civil rights movement?",0
"The Iran nuclear deal was acquiescence in whatever Iran wanted to get a deal for Obama's legacy.  Iran's continuing efforts in Syria, Lebanon, Iraq and Yemen to continue proxy wars against Sunni countries and organizations will only result in more death and destruction.   Satisfying Obama's ego will be the only lasting effect.  Your other two points are well-taken.",0
"Lee Spetner was a electrical engineer with a doctorate in physics. Following a profound religious experience, he moved to Israel. He then became a creationist. He still knows little about biology, or evolution. 

The gross error all ""statistical"" anti-science arguments share is ignorance. Ignorant of the biological literature, and ignorant about statistics. 

Mr. Jense makes large, and mistaken assertions about ""facts"" that are not facts. And most telling, he makes the claims they are in the ""scientific literature."" I invite Mr. Jensen to provide the actual scientific literature he has claimed he knows.",0
"Love this lady, but this reporting is the most ageist pap I've seen in a LOOONG time. 
We're old; we're not stupid, we're not made of glass, we're not ""cute"" and we are certainly not here for your entertainment. How about a little respect and a little privacy. Stop Infantilizing your Elders",1
"Wow. The text appears after several days and is a surprise. The author wishes for a more quiet and sedate time, you know, when Karl Rove was around. When war criminals led us to invade a nation and kill thousands of its citizens in a ""shock and awe"" campaign of unimaginable horror and, you know, screams and other such noise.
Sooner or later Great Britain will be getting their report on the lies that led to the Iraq war. We, on the other hand, will be getting odd commentaries like this one, that compares the barbarism of the Cheney, Bush, Rumsfeld era with a shouting match. 
Anger and despair sound loud and usually involve bad grammar and insults. I, for one, think this election is all about the chaos and cacophony of a people waking to the fact their leaders have let privileged characters loot the treasury and enrich themselves as the poor die. 
As for me, Trump's insults and accurate comments on the W. war were about the only genuine part of the discussion.
Hugh Massengill, Eugene",0
"The more important question to ask, is what are are the most productive faculty doing? To be ""collegiate"", every system has what is known be to called ""free riders"". Never has there been a system known to be free of this defect. The argument between capitalism vs. communism is not who is doing the least, but who is doing the most.

There was a day before Martin Luther's proclamation and the day after. Unfortunately for tenured professors, acceptance of that day is coming.",0
Reagan would definitely be shaking in his boots hearing and seeing all of these boorish comments coming from grown men...oops did I say grown men?  More like silly boys in the school yard......,1
"Jaded:

Once when I asked my father about an allowence, he asked if I thought I wasen't getting enough to eat around home. I never brought up the subject again.",0
Profound. But why do you say that?,0
Star Wars didn't come to Burns until the 15th???,0
"""Trump is a product of many angry, mostly white Americans""  What an ugly racist comment.",1
Who cares!? Stark trek and Star Wars fans are all dorks who never get laid.,1
"Jaded:

  That is what happens when one doesn't have cable tv.",0
The balance between protecting privacy and giving law enforcement access to potentially criminal activity is really difficult to find. I wish I knew what the answer was.,0
yet another example of a rich scumbag thinking he cam buy the world . I feel  so sorry for this kid.,1
Well then I guess people need to slow down in their car because people have been getting around that way for hundreds of years just because you have a car doesn't mean you have to be an a******,1
Some folks just need to grow some skin.,0
"""Alleged"" criminals.  Like Hillary.",1
"There were plenty of reposted articles and comments for sure. If as you owned up to making [""my hateful comments” ] then chances are some of yours as with other hateful comments got reposted with scorn. As for the question over patriotism that is merely a subjective matter of opinion. But you should know or at least realize members of Oath Keepers and I believe Pacific Patriots also are active and inactive military and law enforcement personal. As I understand you have to be in one of those categories to join as a full fledged member which makes ""right-wing web-sites"" more then a bit of a stretch.",0
"Or maybe the Headline should read: 
 “Wyden in Eugene Running for Re-election”; a whopping 30 staff members get paid an extra 50 cents over minimum to show up and hold a sign.”",0
"Now why would you want to muddy the shark-infested liberal water with actual quotes, facts and common sense?  Can't you see this witch hunt for what it is?  It's much easier to hate the Donald without them.  What??? Trump ""knew"" who David Duke was???  Hang him!!!",1
"This is really pathetic. You're complaining about how you drive a cab but you get lost. You're complaining about not getting tipped while working for a company that tells it's customers not to tip you. You're complaining about there are  plenty of cabs on the road and you don't want more competition. News flash! You're a cab driver now, except for a shitty multinational corporation that doesn't care about you or their passengers, just the bottom line. This is why real cab drivers didn't want this shitbag corporation you work for around.  It can be a fun job, and I appreciate that you've recognized that. But I hate to break it to you, the flood gates are open now and you're 100% disposable to them. Enjoy your reduced pay & good luck forming that union that will never happen",1
May I throw some Babylon 5 in here?,0
"If I recall correctly did not LTD just announce they are now going to schedule bus services to Eugene airport 
I would think a good bus service would have included that stop in their core plan.
But of course that would cut into the city collection of parking fees
As for Peter Courtney I  am looking for a recall effort for this jerk. I will pitch in some dollars and some hours for this worthy cause.
I tried to email him but seems his emails are temporarily out of service so I  called and left a comment with his office  
The people should force an air tax on politicians and bureaucrats include lawyers before they do it to us",1
"I didn't use the ""idiot"" you did but I would note truthful confessions by left are also a rarity these days.",1
"And there were plenty of leftwing nut cases who wished for a Ruby Ridge or Waco and their rhetoric became the proof. Why some were shown to be so nuts o the Patriot web-sites ""quoted"" their ridiculous claims.  One site posted numerous leftwing comments with the conclusion....[I don't want to paraphrase so to the best of my recollection] "" Just shows how many leftwing brown shirt zealots we have in America in lock step of government tyranny"".",1
WHO GIVES A FUCK,1
"Research and experience elsewhere has shown that providing housing to the homeless actually saves money that would be otherwise spent on courts, jails, ERs, cleaning up homeless camps, etc.",0
"""winning arguments against any member of diversity""

You may have inadvertently given Civil Comments an idea for the 2.0 version of their system.

1. Is this a good comment?

2. Is this comment civil?

3. Did this comment totally just win the argument???",0
"I agree that the current pool of candidates provide little confidence to voters. Truth is, our votes won't matter anyhow. I'm not suggesting that you shouldn't vote it's just that the election will be over and a winner will be announced long before they ever count our votes.",0
Two Wild & Crazy Guys!,1
What if I identify as male?,0
Or put David Fry on the Republican ticket with Trump. I think he's already made the campaign videos.,0
"I don't think there's an end to any ""Golden Era"" We have incredibly funny and talented Comedians on the show all the time. Nathan Brannon, Adam Bathe, Amanda Arnold, Jim Willig, Kristine Levine, Belinda Carroll, Rico Starr, Adam Pasi, the list goes on and on. I think there's a really strong crop of talented local comics and to say one is funnier than another would just be personal preference and opinion.",0
"""I read......."" hardly represents a valid source.  If, indeed, ""you read"", publish the quotation and provide the link.  The right-wing propaganda mill is very busy on this topic.  Please don't just accept what they publish.  
""It's all out there, and it's all true.""  It may be ""out there"", but it's far from true.  I'd really enjoy checking the site which published the claim you reference.  Could you provide it for me?   thanks, Gary",0
"Has any modern-era president more harm than Ronald Reagan? The enshrinement of Chicago-school, trickle-down economics began conservative MASSIVE tax cuts for the wealthy that presaged the assault on the middle-class. Revenues plummeted and MASSIVE federal debt became a staple. Ronnie’s obvious lack of concern for AIDs sufferers is legendary: the federal government did little or nothing despite loud and continuous cries from many communities, including that of the medical establishment. The Iran-Contra affair certainly was an impeachable offense, a purposeful and illegal covert operation directly opposed to law. I won’t visit the complete lack of progress on civil rights (some would say serious regress), the utter disregard for environmental protections (not necessarily a Republican thing since Nixon’s EPA). And then, we come to Nancy. Has any first lady done less? Not a singular interest that showed a concern any deeper than astrology and high fashion. Bozos, both of them.",0
"You win the gold medal for being first to refer to Justin Bieber today. Maybe someone will now nominate you for a SportsTown award.

I don't know what happened to Waldo, but there's actually a help wanted ad today for a publisher for the R-G. I can't imagine many potential newspaper (or online publishing, whatever it's called) publishers are in Eugene, let alone perusing the classifieds.",0
"""Hippocrates""  was a Greek physician of the Age of Pericles (Classical Greece), and is considered one of the most outstanding figures in the history of medicine. He is referred to as the ""Father of Western Medicine"".

What is a "" hippocratic response to so-called constitutionalists?""",0
"You sound like the type of employee that any employer would love to have and hate to lose. Perhaps it's time to put those assets to work for you by seeking out a better opportunity. If you've made that strong of an impression on the right people where you work, one or more could help, at least with a reference. The likelihood of your current employer deciding to give everyone as valuable as you a raise to a ""living wage"" as some sort of grand social experiment seems rather slim, since it would run counter to the business model that's working now. Instead, why not make the most of what you can control and try to move to something better, perhaps with the city or the county? The union benefits and step increases in pay with both are really sweet.",0
"Yes.  You do.  Fortunately, it's a good mouser.  And you always leave the lid on the toilet up.",0
Hey guys Bulleit is great!,0
Hong Kong seems to be doing well for itself.,0
"This is the fine line.  I mean you can't just say anything about folks (in person, int he press, online) but here he spoke the truth.   I mean provided links to public information.
But to create a whole website to expose/attack one person - no matter how guilty he is...seems a bit extreme.   With any luck Brown will get some help, it sounds if he keeps up some of his past behavior he could end him in jail.   I do think this sucks for Phil, dude was just trying to help...",1
"I can't even see how someone could construe controversy or make any negative feedback.   It's a bakery!   And she didn't deny anyone a crumpet (looking at you Kleins!).  
Ridiculous, food based on a time period...  I'm pretty sure Genghis Khan ate meats cooked on around grill...I'm going to go poop on Chang's Mongolian Grill's front door!   Seriously...",1
"Dear world:
Just a reminder that none of these folks actually live in Oregon.  Please remember that when you decide to paint our state as a bunch of wackos! 

Sincerely,
Oregon",1
"It's a serious problem! Everything about me is ironic, including my name! [sarcasm]As a means of overcoming the obstacle of humorless algorithms, we might use html codes as an oblique reference to the non-existent sarcasm font. Do you suppose that would work?[/sarcasm]",0
"Judging by the comments below, it looks like Prozanski’s bill will certainty create a whole bunch more animosity toward him, and bikers. (BTW - No wonder Trump is so appealing!)

I will lay-on my horn whenever I approach a biker, regardless. I want to make it very clear to them that I am approaching, so they don't do something stupid or foolish.",1
"Rules and political choices have nothing to do it; Trump is crude and disgusting.
Even more disgusting is the given fact that his flock worships his boorish, evil behavior. For example, ""I could shoot someone and still get the nomination"".
What kind of person agrees with and supports this man?",0
"Why not misconstrue arguments?  Support for gay marriage= anarchy.
False equivalency.
But I see you have the fundie playbook for opposing civil rights for gays.
You are exposing yourself more & more as a bigot.  Shouldn't you be spending more time submitting to your husband?",1
"I can tell your second paragraph is sarcasm. Not so sure about the first, though.

In any event, please inform NASA about your most remarkable observation. I'm sure they'd want to know.",0
Tastelessly told tale. An experienced journalist knows when to go for the cheap chuckle and when to show respect for her subject. You'll learn.,0
"Will there be a follow up article on this now that the case has been decided? Despite days of graphic testimony from multiple women, Joseph Alan Brown remains a very free and IMO a very dangerous individual in our midst. I hope someone will pick up this story for the safety of women throughout the community. In the meantime, there was no injunction meaning that Mr Hutchinson’s website remains available for all to see and share https://jbinfopdx.wordpress.com/",0
"contact me if you want to rent one of my pets for a while. Three day minimum, $25 a day. Delivery extra.",0
"no, cats are not a natural part of life, they were imported to America and the emotional cripples who let them run lose overcompensating their vain pathetic lives don't give a damn to the damage they do to their neighbors property much less the song birds. These scum are never going to understand their sick vile behavior as they are emotional cripples, known as the cat lady.",1
wow,0
"some dude, probably drunk types some nonsense on a computer keyboard and we send him to prison costing us $100,000 in tax money.  We are stupid.",1
"Guaranteed PPS will claim that this student's comments are the determining factor as to whether the Coach violated law or policy.   With PPS, they tend to turn employment issues into popularity contests and wash their hands of it.",0
"Rule book?  The Bible is the story of God and a history of how his church originated, grew, and will culminate.",0
"Dude cracks me up!  Where does he get those awesome cat fashions!  I wonder if those kitty fashions come in ""plus-size"" for British Shorthair cats!?  Welcome to PDX, MoShow and furs. Or furless?",0
"Thank you for a ray of virtual sunshine from a well-reasoned and articulate person who has chosen to live outside the city. (And no, I am not being facetious)",0
People can use toothpaste if they so desire and then spit it out. It's stupid to subject every cell in the body to one of the most toxic substances on the earth by swallowing fluoride.,1
"Yes..""glass roses"" can be used as meth pipes, and ""glass pens"" can be used as crack pipes..but they require two very significant things to make them drug paraphernalia: 
1. Drugs. 
And, 
2. Intention. 
Also, they are not advertised or sold as ""drug pipes"", and are usually kept behind or under the counter, and out of sight. 
What more do you want? Don't buy one, and get the fuck over it (and yourself while you're at it).",1
"I cannot agree with you more.  Caitriona is a lovely, enormously knowledgable woman and I miss her lyrical voice when listening to KWAX.  The rude and unkind comments regarding her personal manner of speaking reflect on the ignorance and pettiness of the person who posted them.",1
"News stories are often incomplete due to length limitations or other reasons. The greenhouses came down at the end of harvest and who knows if they will go back up in the same place or not. I think the resolution came more because of the end of normal growing season without being a complete indoor set up, which from the description this one was a hybrid indoor/outdoor. The story also failed to note that although I talked with local authorities, I found out there was nothing they could do because the it was licensed OMMP medical grow and the state has preempted all local control of medical grow and production.",0
Guess it's true only trash mocks someone when they’re laying in state or fresh in the grave.,1
"It is apparent that either 1) you really enjoy trolling people. There is nothing really wrong with that I suppose. Still, don't you have better things to do? Do you really need to feel superior or the laugh that  badly? For someone who is not a twenty something milli intern ( they are HILARIOUS by the way)  you are pretty sophomoric.  Or is it 2) You  really need affirmation. Seriously none of this is all that intellectually stunning, go smoke through one of those overpriced yuppie asshole vaporizers you review for no discernable reason. Either way,  this is stupid even by your standards",1
due process is due process. dead people dont get due process anymore...and they should. by all rights there should be ample videos from numerous angles of the event. lets wait and see. i seriously doubt ever body cam and every dash cam broke or went out on the same operation...lets see what the videos say.,0
"no, workers do not have the right to organize like terrorists, and shut down a company in extortion. If you don't like the job and the wage you need to go find another job or start your own business. There's a reason why the mafia historical has ran unions as unions are organized crime, not organized labor.
 Some say unions were necessary in the beginning. No, no they were not. It doesn't take giving my paycheck to some union hack to protest a company. Every pro union hack I have known has been the laziest &^%$ on the job who couldn't earn a raise. They hate people like me because my work ethic always replaced 3-5 union workers. They hated me even more when I negotiated better wages on my own. There's a reason why when the rights of workers to opt out of a union are restored the majority will.",0
"These are just the homeless who are entitled to our unlimited financial support.

 ""The homeless are poor people who are struggling to survive.""  Lynn Porter.  
""You are confusing cause and effect. Most homeless people are not addicted to anything. If they drink or use other mood altering drugs it’s usually to relieve the extreme stress of being homeless.""  Lynn Porter
""Homeless people have a daily struggle just to survive. Homeless women, I’ve heard, are “terrified”.  Lynn Porter
""Very few people are homeless by choice. Some who say they are homeless by choice are speaking out of pride. Some have PTSD and simply cannot fit into conventional life, if they even have the opportunity to do so.""  Lynn Porter
""In my mind the real “social parasites” are the rich and middle-class people who exploit the poor and working class for cheap goods and services, while refusing to see what they’re doing.""  Lynn Porter
"".Everyone deserves shelter, regardless of choices. "" Lynn Porter",0
How many of the new jobs will you be providing? Where are all of the new jobs coming from? Will there be a vibrant auto parts industry? Manufacturing what? Will some we suddenly have google and yahoo opening offices in Eugene? Maybe make surfboards? What are all the jobs that people speak of?,0
You didn't hurt my feelings. Why would you assume you did? I enjoyed pointing out how Obama not attending the funeral is an example of the dumb attacks rampant in the GOP these days.,1
"Ms Hayes has 'confessed' in front of the media to 'marrying' an alien for a fee so he could obtain citizenship.  

She also confessed to abetting an old boyfriend in marijuana activities illegal at that time and place.

Any legal process after that will be anti-climactic.",0
Ann has my support.....,0
"A 2010 report from the US Surgeon General says even secondhand smoke causes immediate damage to one's organs and poses risk of serious illness or death. 
""There is no risk-free level of exposure to tobacco smoke."" 
I'm very glad to see the Parks and Open Space division take action to eliminate smoking in our parks, following suit of the UO's tobacco free initiative as well as regulations in effect in other local communities, to minimize public exposure to avoidable health risks. We all deserve the opportunity to recreate in areas without exposure to cigarette smoke, and if the public follows this policy it will also remove the threat of fire danger from persons choosing to smoke in the Ridgeline and other natural areas during fire season.",0
Throw his lousy ass in jail !,1
I have been saying this since that stupid fucking show came out. Fuck you Portlandia.,1
"LOLOLOL this IS the process, they are following the constitution. They are doing nothing different than liberal democrats, but once again liberal democrats lecture to do as they say, not as they do, and why we should never underestimate the staggering hypocrisy of liberal political bigots.",1
haha you guys are a bunch of losers.,1
"Here's the real problem. Rush Limbaugh performs a live lobotomy daily tying half his brain behind his back, and has turned the GOP into a bunch of Yahoo's. The Yahoo's are a people found in Gulliver's Travels, who found the biggest idiot amongst themselves and made him King supreme. They heaped great praise on their king, scratching his ear, in spite the fools policies detriment to the whole. They only replaced their king when a bigger idiot came along. Therein the problem of the GOP. How in the he11 do you replace Bush/Cheney? Since Limbaugh only hides behind a microphone and will not run, it is Trump who is up for the job.",1
nice . . Mikey likes it .,0
"Imago Dei does not treat people with respect.  That is the problem. 

You are an apologist for Imago Dei.  What else have you been doing on this thread? You apologize for Imago Dei, insult me and other posters, and  brag about your moral & intellectual superiority. Whoopdedo.

I have read extensively about fundy Christianity and share my bed with an ex-fundy.

Oh yes, Imago Dei says that our relationship is meaningless  because we aren't married.  Of course I am going to tell them to go kiss my grits.",1
"These people basically staged an armed uprising against the United States Government, now they are playing the victims. I was amazed the situation was resolved with only one death. The Feds showed remarkable restraint here.",0
"You equate homosexuality with ""sexual immorality, greed, racism, pride"" in your first post on this thread.  That is a bigoted position.   

Here is my evidence from your post: ""I also believe in respecting people who don’t share this belief and not using my personal faith to restrict equality for others. Therefore, I support gay marriage as a legal right but not as a personal freedom for believers (just as I don’t support believers who engage in sexual immorality, greed, racism, pride, etc…)""

In your world, there is no ""personal freedom"" for my friend Jason to marry his awesome boyfriend.  That is an unacceptable position.",1
if young people who are borrowing thousands for college and can't find a job that tells me the college grads are getting degrees that are not in high demand. I guess the high demand degrees are just too hard for some of the grads! Only reason the dumercrats used the emergency bill is to keep the people from having a chance to vote on it if enough signatures were gathered to oppose it. Why not let people of Oregon vote on it? That's BS from the dumercrats . Brown is a coward,1
"No, that is not at all what this news article says.   It states that the wife claims that ""police concluded that the big rig’s operators were at fault for the wreck. ""

Now either that is a true, or a false statement.   If the police really did indeed conclude in their investigation that the big rig caused the accident, one would then expect that they would have had to have found some evidence to support such a conclusion.",0
LOL... Like in 2014 when because of Obama's policy failures and lies the American people handed both houses of congress over to the republicans. No wonder Canada wants to build a wall to keep democrats out.,0
"Diverse? Sure Trump is the ""epitome of diversity"". No one is immune to his ""diverse"", daily discharges of hate, race baiting, misogyny, and brazen serial lying, ""...Mexicans are rapists..."". A pathetic windbag who tramples (trumples?) civility and compassion with obscene, disgusting comments. He'll go down hard and blame it on someone else.",1
"Tillucum is a word from indigenous peoples long before this whale.  I agree, with the many who think SeaWorld should be shut down.",0
"It's hard to imagine that any Democrat president is going to nominate anyone more to the Republicans' liking than Garland, who they favored roughly as much as Democrats did during his previous confirmation vote. He is moderate, he possesses an agreeable temperament, and best of all, he is old.

As the RG notes, the issue, if there is one, lies not with Garland so much as with Obama, and there Senate Republicans should take note. Clinton, if elected, will certainly not toss them an underhand pitch at the beginning of her first term. One of her first orders of business will be to mend fences with the left side of the party that backed Sanders, so it is highly unlikely she will choose a nominee as moderate as Garland.

So now we wait. Will the GOP do the smart and right thing, or will they double down and pray for President Trump?",0
"another biased, hate-filled, loud, bombastic, angry  german man with funny hair - the last one turned out so well...
+++has any thought been given to how trump would divest himself of financial interests should be become president?  what dark paths will his financial power be hidden?",1
You're such a douche. You have no idea what you're talking about.,1
"Allowing the state wildlife biologists at the Oregon Dept of Fish & Wildlife to manage the wolf population, instead of allowing special interest groups to misuse the courts to set wildlife policies, is hardly being a failure at conservation.",0
"Gee, I moved from California to Portland because I couldn't afford it there. I figure in another decade I'll be living in a trailer in the desert, drinking pbr and shooting rattlesnakes.",0
How about the tens of thousands of I am owed entitled spolied brats remove their lips from the federal government boob? I am sure the billions of dollars they suck each month could be used for the needs of the elderly and veterans.  Farmers are the people that  make sure we have food to eat. Might need to think about where your food comes from when you sit down to eat supper.,1
"In my defense I did say this about Furries: ""Basically: they like to dress up as animals and talk about dressing up as animals and imagine they truly are these animals. It's a deep, personal way for these people to express themselves."" And also pointed out that most of them aren't into the sexual aspect.",0
"Question #3, This isn't a typical situation this Militia and other Militia in the United States have been known to have their own 'trials' and carry out their own type of justice of killing law enforcement or threatening people or creating and filing bogus litigations accusations based on their own laws and what they believe to be  they have determined are against their anti-government cause in a kangaroo court. Militia groups are  often inspired  by their extremist religious beliefs, and delusions of being patriots which they think condones their actions. I'm sure you will learn more from the FBI.",0
What a crock of deluded *&^&.  I would highly recommend this person get to the hospital STAT and have their head removed from their buttocks. This is about a religious war of Islam against Islam. Not even their hatred against Israel and America can unite them.,1
"These people are in jail because they are committing unlawful acts. And, what does this have to do with The POTUS? Don't do something stupid,  then expect the POTUS to get involved. Gosh, people!",1
"somebody has an axe to grind .  Coal is nasty dirty crap , and a hearing on nasty dirty crap is a no brainer , leave it alone . .",1
This bitch is nuts. Who would read a book by a woman.,1
"Motley, are you suggesting the root cause of these problems is Obama and the Democrats? 

That seems a little simplistic with lots of evidence that Republicans have also overseen failures in government oversight and competence. The Iraq War comes to mind.",0
This shit is what happens when you live in a theocratic fascist Oligarchy.,1
Please source your material that says ID believes gays are inferior people . You can't.,1
"Viktor Komarovsky (Dr. Zhivago) as the rich listen to the poor:
""No doubt they'll sing in tune after the revolution...""
Empires almost inevitably fall slowly at first, like a rock that has been tossed in the air. It reaches the heights, then stops, then down and down to a thud. Already the American poor die many years before the Komarovsky rich. But science has no answer for greed and the love of power. The communist empire fell like the Czar's before, with the rich always holding the Trump cards. 

Time will tell if Congress can stop being the grandest American prostitute of them all. Democracy may be irrelevant, as the new order is the International Corporate Country of America, the ICCA. It isn't a democracy, and it has no constitution. And yes, I know that sounds over the top, but for the poor American who is dying for lack of housing or medical care, or pretty much anyone caring, talking about ""pursuing reforms that make the system work"" is pretty useless.
Hugh Massengill, Eugene",1
"You all call it transit.  Here is what I have heard folks  call this so called ""transit""---all heard at the transit center in Eugene: bum trains,  shame train, limo for lushes, a place to hit up (shoot heroin), trash stash (alluding to the allure of the riders), the mission migrator (all the bums headed to the Eugene Mission between 5:30 and 6:00 when they have curfew), the loony bin; getaway car; and so on.   The U of O students get free passes and the bums get free bus passes.  I have to tell you, I am not paying $65 a month to ride with junkies and bums, petty little criminals, a drunk puking into the seat next to him or the guy passed out in the back, with five garbage bags at his feet blocking the aisles.  After working all day,  it would not be worth it. Nope, I will drive.",1
First off IDIOTS HIS HONDA IS NOT STOLEN I HAVE THE TITLE SIGNED OFF BY LAST OWNER IN MY POSSESSION.2ND THE ONLY THING HE WAS IN TROUBLE FOR BEFORE THE CHASE WAS FOR NOT CHECKING IN WITH HIS PROBATION OFFICER WHICH BRINGS THIS FACT TO LIGHT.YOU CAN DOWNLOAD DOUGLAS COUNTY PROBATION DEPARTMENT LIST OF CURRENT PEOPLE ON PROBATION AND SCROLL THROUGH THE ENTIRE LIST HIS NAME IS NOWHERE ON IT.I ALSO HAVE THAT LIST ON MY PHONE DIRECTLY FROM TTHEIR WEBSIGHT SO THEREFORE I AM GOING TO INVESTIGATE MORE AND BE FILING PAPERWORK AND IF NEEDBE I WILL GO THRU FBI TO RESOLVE THE ACTIONS OF THE CROOKED DEALINGS OF DCPD....IF YOURE GONNA WRITE A STORY ABOUT SOMEONE YOU SHOULD GET THE FACTS STRAIGHT..ALSO I WAS NOT ON PHONE WITH MY SON DURING THE CHASE.HE CALLED ME AT THE BEGINNING OF CHASE AND AFTER HE LEFT HIS CAR.THE DEPUTIES WERE RIGHT HE4E WITH ME DURING MOST OF CHASE .SO AGAIN GET YOUR STORY STRAIGHT..I HAVE NOT HEARD FROM MY SONS SINCE THEN...,1
Anyone who knows Alex will find this ridiculous. I wonder why this people are not telling the truth and why they can’t come even close to being as politically active. This guy's posters and art are the most amazing thing that happened to Portland. Too bad that you are just very fake faux anarchists.,1
